datetime	animal_1	animal_2	animal_3	animal_4	animal_5	animal_6	animal_7	animal_8	animal_9	animal_10	animal_11	animal_12	animal_13	animal_14	animal_15	animal_16	animal_17	animal_18	animal_19	animal_20	animal_21	animal_22	animal_23	animal_24	animal_25	animal_26	animal_27	animal_28	animal_29	animal_30	animal_31	animal_32
2017-07-01 00:00:00	0.9194298765081658	-0.6895758934711966	-0.6038055583495048	-0.6462321747304987	-0.6513215524360945	-0.3317445940743096	-0.6666380049882953	-0.5994927260191265	0.6660128490989489	-0.8458762031465935	-0.7492952103919147	1.4171315474296986	-0.612803852014671	-0.7793132428602971	0.16336412609084625	-0.688992183651228	-0.950398017174694	-1.2644285907018018	-0.5986120535562727	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.2909017899264238	-0.796547069009753	-0.48158648810639587	-0.6334969643597358	-0.9704989749889015	-1.193322825226437	-0.4278745927460553	0.12122177612933974	-1.3786989693157066
2017-07-01 00:01:00	0.9775736164601833	-0.6895758934711966	-0.6038055583495048	-0.6462321747304987	-0.6513215524360945	-0.3317445940743096	-0.6666380049882953	-0.5994927260191265	0.5997255280651238	-0.8458762031465935	-0.7492952103919147	1.3199496870438525	-0.612803852014671	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	-0.5986120535562727	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.2909017899264238	-0.8322088526799191	-0.3812441884767005	-0.6019443340958904	-0.80798750554026	-1.193322825226437	-0.3034604892616817	0.04918780438433219	-1.3786989693157066
2017-07-01 00:02:00	0.9485017464841743	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3317445940743096	-0.6666380049882953	-0.5994927260191265	0.4671508859974738	-0.8458762031465935	-0.7492952103919147	1.222767826658006	-0.612803852014671	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	-0.5986120535562727	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.2909017899264238	-0.796547069009753	-0.3477967552668019	-0.6334969643597358	-0.80798750554026	-1.193322825226437	-0.2723569633905883	-0.05886315323317912	-1.3786989693157066
2017-07-01 00:03:00	0.9485017464841743	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3317445940743096	-0.6666380049882953	-0.5994927260191265	0.3787677912857071	-0.8458762031465935	-0.6429301096210968	1.1061495941949906	-0.612803852014671	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	-0.16373025846009812	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.2909017899264238	-0.8678706363500851	-0.3477967552668019	-0.6334969643597358	-0.6725612809997253	-1.193322825226437	-0.3034604892616817	-0.0948801391056829	-1.3786989693157066
2017-07-01 00:04:00	0.8612861365561485	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.5994927260191265	0.35667201760776535	-0.8458762031465935	-0.5578380290044426	0.9895313617319749	-0.612803852014671	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.07043686197630367	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.3384648914470887	-0.9391942036904172	-0.24745445563710677	-0.6019443340958904	-0.6454760360916185	-1.193322825226437	-0.3034604892616817	-0.13089712497818667	-1.3786989693157066
2017-07-01 00:05:00	0.8031423966041312	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.5994927260191265	0.33457624392982377	-0.8458762031465935	-0.4514729282336247	0.9117858734232979	-0.6381429398280872	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.07043686197630367	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.10064938384376476	-0.9035324200202511	-0.24745445563710677	-0.6019443340958904	-0.4558793217348701	-1.193322825226437	-0.24125343751949488	-0.0948801391056829	-1.3786989693157066
2017-07-01 00:06:00	0.7740705266281225	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.5994927260191265	0.22409737554011536	-0.8458762031465935	-0.34510782746280694	0.8534767571917901	-0.6381429398280872	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.10388930775293237	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.10064938384376476	-0.796547069009753	-0.44813905489649736	-0.6019443340958904	-0.3746235870105493	-1.193322825226437	-0.21014991164840136	-0.05886315323317912	-1.3786989693157066
2017-07-01 00:07:00	0.744998656652114	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.5994927260191265	0.15781005450629026	-0.8458762031465935	-0.23874272669198907	0.7368585247287747	-0.6381429398280872	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.3380564281893342	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	0.00552318080243524	-0.8322088526799191	-1.1505351523043643	-0.3810759222489729	-0.3746235870105493	-1.193322825226437	-0.3345640151327751	-0.022846167360675348	-1.3786989693157066
2017-07-01 00:08:00	0.6868549167000967	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.5994927260191265	0.025235412438640248	-0.8458762031465935	-0.13237762592117125	0.6785494084972667	-0.6381429398280872	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.47186621129584944	-0.8521308827257855	-1.4472425028578257	-0.6322780546963512	-1.102863928630112	-0.08960302223889428	-0.725223501669421	-1.183982585514263	-0.3810759222489729	-0.34753834210244244	-1.193322825226437	-0.3034604892616817	0.04918780438433219	-1.3786989693157066
2017-07-01 00:09:00	0.6577830467240879	-0.6895758934711966	-0.6038055583495048	-0.6154323613994749	-0.6513215524360945	-0.3581297663568384	-0.6666380049882953	-0.6841665907488554	-0.06314768227312643	-0.8458762031465935	-0.004739504996189808	0.5619311760342511	-0.6381429398280872	-0.7793132428602971	0.2609361890736369	-0.688992183651228	-0.950398017174694	-1.2644285907018018	0.47186621129584944	-0.8521308827257855	-1.4472425028578257	-0.43173794436556184	-1.102863928630112	-0.32741852984221825	-0.40426744863792646	-1.183982585514263	-0.31797066172128224	0.031655086611054366	-1.1556847139851723	-0.3034604892616817	0.04918780438433219	-1.3786989693157066
