datetime	animal_1	animal_2	animal_3	animal_4	animal_5	animal_6	animal_7	animal_8	animal_9	animal_10	animal_11	animal_12	animal_13	animal_14	animal_15	animal_16	animal_17	animal_18	animal_19	animal_20	animal_21	animal_22	animal_23	animal_24	animal_25	animal_26	animal_27	animal_28	animal_29	animal_30	animal_31	animal_32
2017-07-01 00:00:00	0.9194298765081653	-0.6895758934712004	-0.6038055583495032	-0.6462321747305054	-0.6513215524360925	-0.33174459407431406	-0.666638004988299	-0.5994927260191278	0.66601284909896	-0.8458762031465957	-0.7492952103919027	1.4171315474296984	-0.6128038520146802	-0.779313242860288	0.16336412609084658	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	-0.5986120535562722	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.2909017899264225	-0.7965470690097589	-0.48158648810639404	-0.6334969643597352	-0.970498974988895	-1.1933228252264416	-0.4278745927460589	0.12122177612933947	-1.3786989693157152
2017-07-01 00:01:00	0.9775736164601828	-0.6895758934712004	-0.6038055583495032	-0.6462321747305054	-0.6513215524360925	-0.33174459407431406	-0.666638004988299	-0.5994927260191278	0.5997255280651338	-0.8458762031465957	-0.7492952103919027	1.3199496870438523	-0.6128038520146802	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	-0.5986120535562722	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.2909017899264225	-0.8322088526799252	-0.38124418847669905	-0.6019443340958899	-0.8079875055402547	-1.1933228252264416	-0.30346048926168423	0.04918780438433209	-1.3786989693157152
2017-07-01 00:02:00	0.948501746484174	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.33174459407431406	-0.666638004988299	-0.5994927260191278	0.46715088599748156	-0.8458762031465957	-0.7492952103919027	1.222767826658006	-0.6128038520146802	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	-0.5986120535562722	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.2909017899264225	-0.7965470690097589	-0.34779675526680065	-0.6334969643597352	-0.8079875055402547	-1.1933228252264416	-0.27235696339059057	-0.05886315323317899	-1.3786989693157152
2017-07-01 00:03:00	0.948501746484174	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.33174459407431406	-0.666638004988299	-0.5994927260191278	0.3787677912857134	-0.8458762031465957	-0.6429301096210865	1.1061495941949904	-0.6128038520146802	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	-0.163730258460098	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.2909017899264225	-0.8678706363500915	-0.34779675526680065	-0.6334969643597352	-0.6725612809997209	-1.1933228252264416	-0.30346048926168423	-0.09488013910568269	-1.3786989693157152
2017-07-01 00:04:00	0.8612861365561482	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.5994927260191278	0.3566720176077713	-0.8458762031465957	-0.5578380290044336	0.9895313617319748	-0.6128038520146802	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.07043686197630361	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.3384648914470872	-0.9391942036904241	-0.24745445563710583	-0.6019443340958899	-0.6454760360916142	-1.1933228252264416	-0.30346048926168423	-0.13089712497818637	-1.3786989693157152
2017-07-01 00:05:00	0.8031423966041309	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.5994927260191278	0.3345762439298293	-0.8458762031465957	-0.4514729282336175	0.9117858734232978	-0.6381429398280968	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.07043686197630361	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.10064938384376432	-0.9035324200202578	-0.24745445563710583	-0.6019443340958899	-0.4558793217348671	-1.1933228252264416	-0.24125343751949688	-0.09488013910568269	-1.3786989693157152
2017-07-01 00:06:00	0.7740705266281223	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.5994927260191278	0.22409737554011908	-0.8458762031465957	-0.3451078274628014	0.85347675719179	-0.6381429398280968	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.10388930775293229	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.10064938384376432	-0.7965470690097589	-0.44813905489649564	-0.6019443340958899	-0.3746235870105468	-1.1933228252264416	-0.2101499116484031	-0.05886315323317899	-1.3786989693157152
2017-07-01 00:07:00	0.7449986566521136	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.5994927260191278	0.15781005450629287	-0.8458762031465957	-0.23874272669198524	0.7368585247287746	-0.6381429398280968	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.3380564281893339	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	0.005523180802435215	-0.8322088526799252	-1.15053515230436	-0.3810759222489726	-0.3746235870105468	-1.1933228252264416	-0.3345640151327779	-0.0228461673606753	-1.3786989693157152
2017-07-01 00:08:00	0.6868549167000965	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.5994927260191278	0.025235412438640664	-0.8458762031465957	-0.13237762592116914	0.6785494084972667	-0.6381429398280968	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.47186621129584905	-0.8521308827258005	-1.4472425028578186	-0.6322780546963486	-1.1028639286301132	-0.08960302223889388	-0.7252235016694263	-1.1839825855142585	-0.3810759222489726	-0.3475383421024401	-1.1933228252264416	-0.30346048926168423	0.04918780438433209	-1.3786989693157152
2017-07-01 00:09:00	0.6577830467240877	-0.6895758934712004	-0.6038055583495032	-0.6154323613994813	-0.6513215524360925	-0.3581297663568432	-0.666638004988299	-0.684166590748857	-0.06314768227312748	-0.8458762031465957	-0.0047395049961897326	0.561931176034251	-0.6381429398280968	-0.779313242860288	0.2609361890736374	-0.6889921836512224	-0.9503980171746789	-1.264428590701802	0.47186621129584905	-0.8521308827258005	-1.4472425028578186	-0.43173794436556	-1.1028639286301132	-0.32741852984221675	-0.40426744863792946	-1.1839825855142585	-0.31797066172128197	0.03165508661105415	-1.1556847139851767	-0.30346048926168423	0.04918780438433209	-1.3786989693157152
